"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Del-Castillo, Á.M.R.; González-Aspajo, G.; De Fátima Sánchez-Márquez, M.; Kodahl, N.","Del-Castillo, Ángel Martín Rodríguez (57208878699); González-Aspajo, Germán (55352996000); De Fátima Sánchez-Márquez, María (57208888935); Kodahl, Nete (56495337300)","57208878699; 55352996000; 57208888935; 56495337300","Ethnobotanical Knowledge in the Peruvian Amazon of the Neglected and Underutilized Crop Sacha Inchi (Plukenetia volubilis L.)","2019","Economic Botany","73","2","","281","287","0","23","10.1007/s12231-019-09459-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066038125&doi=10.1007%2Fs12231-019-09459-y&partnerID=40&md5=7441d621a663810cd0f4f154c4b203d2","Article","Final","","Scopus","2-s2.0-85066038125"
"de Groot, A.C.","de Groot, Anton C.J. (7202864306)","7202864306","Myroxylon pereirae resin (balsam of Peru) – A critical review of the literature and assessment of the significance of positive patch test reactions and the usefulness of restrictive diets","2019","Contact Dermatitis","80","6","","335","353","0","53","10.1111/cod.13263","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063986062&doi=10.1111%2Fcod.13263&partnerID=40&md5=be73657d837af28eba515f5abfd41298","Review","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85063986062"
"Mubarok, S.; Dahlania, S.; Suwali, N.","Mubarok, Syariful (56850354500); Dahlania, Salma (57208056327); Suwali, Nursuhud (57208059345)","56850354500; 57208056327; 57208059345","Dataset on the change of postharvest quality of Physalis peruviana L. as an effect of ethylene inhibitor","2019","Data in Brief","24","","103849","","","0","14","10.1016/j.dib.2019.103849","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063662162&doi=10.1016%2Fj.dib.2019.103849&partnerID=40&md5=f93727e301854efdd9af00387fe90883","Data paper","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85063662162"
"Apaza Ticona, L.; Tena Pérez, V.; S̡erban, A.M.; Alonso Navarro, M.J.; Rumbero, A.","Apaza Ticona, Luis (55142024800); Tena Pérez, Víctor (56072150900); S̡erban, Andreea Madalina (57205890170); Alonso Navarro, Matías J. (57205885848); Rumbero, Ángel (6602691218)","55142024800; 56072150900; 57205890170; 57205885848; 6602691218","Alkamides from Tropaeolum tuberosum inhibit inflammatory response induced by TNF–α and NF–κB","2019","Journal of Ethnopharmacology","235","","","199","205","0","29","10.1016/j.jep.2019.02.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061558931&doi=10.1016%2Fj.jep.2019.02.015&partnerID=40&md5=c0e4530230516076656ef1c212c12e52","Article","Final","","Scopus","2-s2.0-85061558931"
"Raja Reddy, D.R.; Satyamurthy, T.","Raja Reddy, Deme (35514556700); Satyamurthy, T. (15119558800)","35514556700; 15119558800","Cranial trepanation in ancient India","2019","Neurology India","67","3","","639","642","0","2","10.4103/0028-3886.263227","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070501288&doi=10.4103%2F0028-3886.263227&partnerID=40&md5=3c24d7b82ef6d4a8abb2a1a91427a530","Note","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85070501288"
"Uscamayta-Ayvar, M.J.; Garrafa, R.S.; Escobar, J.I.; de Erausquin, G.A.","Uscamayta-Ayvar, Marucela Juana (57208673981); Garrafa, Rodolfo Sánchez (57208739239); Escobar, Javier I. (7101961378); de Erausquin, Gabriel Alejandro (6701504430)","57208673981; 57208739239; 7101961378; 6701504430","The concept of mania in traditional Andean culture","2019","American Journal of Psychiatry","176","5","","338","340","0","6","10.1176/appi.ajp.2018.18060681","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065503365&doi=10.1176%2Fappi.ajp.2018.18060681&partnerID=40&md5=61ea57c8c4e8d9791e2e409e995f6b80","Review","Final","All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85065503365"
"Williams, P.R.; Nash, D.J.; Henkin, J.M.; Armitage, R.A.","Williams, Patrick Ryan (9737901000); Nash, Donna J. (9732733200); Henkin, Joshua Matthew (57204120546); Armitage, Ruth Ann (7101930891)","9737901000; 9732733200; 57204120546; 7101930891","Archaeometric approaches to defining sustainable governance: Wari brewing traditions and the building of political relationships in ancient Peru","2019","Sustainability (Switzerland)","11","8","2333","","","0","13","10.3390/su11082333","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066922107&doi=10.3390%2Fsu11082333&partnerID=40&md5=f71621a7c6a2336c6eadac72c943fd19","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85066922107"
"Park, E.-J.; Sang-Ngern, M.; Chang, L.C.; Pezzuto, J.M.","Park, Eun-jung (56818348500); Sang-Ngern, Mayuramas (57189365150); Chang, Leng Chee (7404275283); Pezzuto, John M. (35392643400)","56818348500; 57189365150; 7404275283; 35392643400","Physalactone and 4β-Hydroxywithanolide e Isolated from Physalis peruviana Inhibit LPS-Induced Expression of COX-2 and iNOS Accompanied by Abatement of Akt and STAT1","2019","Journal of Natural Products","82","3","","492","499","0","21","10.1021/acs.jnatprod.8b00861","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060389651&doi=10.1021%2Facs.jnatprod.8b00861&partnerID=40&md5=6fb1a113d4c81f9b8a18a70c697c3b39","Article","Final","","Scopus","2-s2.0-85060389651"
"Reyes-Becerril, M.; Angulo, C.; Sánchez, V.; Vazquez-Martínez, J.; López, M.G.","Reyes-Becerril, Martha Candelaria (56013562600); Angulo, Carlos E. (55629615300); Sánchez, Verónica (57202075498); Vazquez-Martínez, Juan (57191858321); López, Mercedes Guadalupe (55663906500)","56013562600; 55629615300; 57202075498; 57191858321; 55663906500","Antioxidant, intestinal immune status and anti-inflammatory potential of Chenopodium ambrosioides L. in fish: In vitro and in vivo studies","2019","Fish and Shellfish Immunology","86","","","420","428","0","56","10.1016/j.fsi.2018.11.059","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057799066&doi=10.1016%2Fj.fsi.2018.11.059&partnerID=40&md5=1ebfb2f75fb96665f734b400cacfe367","Article","Final","","Scopus","2-s2.0-85057799066"
"Valarezo-García, C.; Solís Cartas, U.; Valarezo-Espinosa, P.","Valarezo-García, Carlos (57196076859); Solís Cartas, Urbano (57193163356); Valarezo-Espinosa, Paúl (57196076926)","57196076859; 57193163356; 57196076926","Integration of alternative medicine in the curriculum of the medical and nursing degrees in Peruvian universities; Integración de la medicina alternativa en la malla curricular de las carreras de Medicina y Enfermería de las universidades peruanas","2019","Educacion Medica","20","2","","118","124","0","3","10.1016/j.edumed.2017.12.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046122679&doi=10.1016%2Fj.edumed.2017.12.010&partnerID=40&md5=aeb312a04a8f98c017e82fe3597eb0c6","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85046122679"
"Zafra-Tanaka, J.H.; Goicochea-Lugo, S.; Villarreal-Zegarra, D.; Taype-Rondán, A.","Zafra-Tanaka, Jessica Hanae (55813506800); Goicochea-Lugo, Sergio (57206783336); Villarreal-Zegarra, David (57206772173); Taype-Rondán, Álvaro (55956170200)","55813506800; 57206783336; 57206772173; 55956170200","Characteristics and quality of clinical practice guidelines for depression in adults: A scoping review","2019","BMC Psychiatry","19","1","76","","","0","28","10.1186/s12888-019-2057-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061989708&doi=10.1186%2Fs12888-019-2057-z&partnerID=40&md5=fc742af0a46f8650be46c04531898ab6","Review","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85061989708"
"Torres, L.; Guevara, B.; Cruz, V.; Valdivia Cuya, M.","Torres, Lizeth (57212057384); Guevara, Bladimir (57207312995); Cruz, Victor (57207310111); Valdivia Cuya, Martha E. (18036240500)","57212057384; 57207312995; 57207310111; 18036240500","Myrciaria dubia “camu camu” flour as a magnetoprotector in male mouse infertility","2019","Bioelectromagnetics","40","2","","91","103","0","3","10.1002/bem.22174","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062422394&doi=10.1002%2Fbem.22174&partnerID=40&md5=8637fb2660b1d0a39086da1f2d4cb831","Article","Final","","Scopus","2-s2.0-85062422394"
"Fotiou, E.","Fotiou, Evgenia (37060771900)","37060771900","Technologies of the Body in Contemporary Ayahuasca Shamanism in the Peruvian Amazon: Implications for Future Research","2019","Human Ecology","47","1","","145","151","0","15","10.1007/s10745-018-0043-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059661614&doi=10.1007%2Fs10745-018-0043-6&partnerID=40&md5=bb92b882503bdbafc0a689640d8424e9","Article","Final","","Scopus","2-s2.0-85059661614"
"Ballesteros-Vivas, D.; Álvarez-Rivera, G.; Ibáñez, E.; Parada-Alfonso, F.; Cifuentes, A.","Ballesteros-Vivas, Diego (57204970562); Álvarez-Rivera, Gerardo (46260951200); Ibáñez, Elena (7006729711); Parada-Alfonso, Fabián (56994656900); Cifuentes, Alejandro (57487539700)","57204970562; 46260951200; 7006729711; 56994656900; 57487539700","A multi-analytical platform based on pressurized-liquid extraction, in vitro assays and liquid chromatography/gas chromatography coupled to high resolution mass spectrometry for food by-products valorisation. Part 2: Characterization of bioactive compounds from goldenberry (Physalis peruviana L.) calyx extracts using hyphenated techniques","2019","Journal of Chromatography A","1584","","","144","154","0","40","10.1016/j.chroma.2018.11.054","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058822299&doi=10.1016%2Fj.chroma.2018.11.054&partnerID=40&md5=c2f86597b1b66fb9eb551380b3b5333a","Article","Final","","Scopus","2-s2.0-85058822299"
"Ballesteros-Vivas, D.; Álvarez-Rivera, G.; Sánchez-Camargo, A.; Ibáñez, E.; Parada-Alfonso, F.; Cifuentes, A.","Ballesteros-Vivas, Diego (57204970562); Álvarez-Rivera, Gerardo (46260951200); Sánchez-Camargo, Andrea del Pilar (57192932056); Ibáñez, Elena (7006729711); Parada-Alfonso, Fabián (56994656900); Cifuentes, Alejandro (57487539700)","57204970562; 46260951200; 57192932056; 7006729711; 56994656900; 57487539700","A multi-analytical platform based on pressurized-liquid extraction, in vitro assays and liquid chromatography/gas chromatography coupled to high resolution mass spectrometry for food by-products valorisation. Part 1: Withanolides-rich fractions from goldenberry (Physalis peruviana L.) calyces obtained after extraction optimization as case study","2019","Journal of Chromatography A","1584","","","155","164","0","37","10.1016/j.chroma.2018.11.055","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058156478&doi=10.1016%2Fj.chroma.2018.11.055&partnerID=40&md5=5ee1b1b4a5480a68eb11aed598837282","Article","Final","","Scopus","2-s2.0-85058156478"
"Ekalu, A.; Ayo, R.G.-O.; Habila, J.D.; Hamisu, I.","Ekalu, Abiche (57214728548); Ayo, Rachael Gbekele Oluwa (16232634500); Habila, J. D. (15070009300); Hamisu, Ibrahim (57214730726)","57214728548; 16232634500; 15070009300; 57214730726","A mini-review on the phytochemistry and biological activities of selected Apocynaceae plants","2019","Journal of HerbMed Pharmacology","8","4","","269","273","0","5","10.15171/jhp.2019.39","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107503509&doi=10.15171%2Fjhp.2019.39&partnerID=40&md5=be64e2cc40fe9e60150bebde5239eda4","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85107503509"
"Nair, J.J.; van Staden, J.","Nair, Jerald James (7007147893); van Staden, Johannes V. (7201832631)","7007147893; 7201832631","Antiplasmodial Studies Within the Plant Family Amaryllidaceae","2019","Natural Product Communications","14","9","","","","0","8","10.1177/1934578X19872931","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086453544&doi=10.1177%2F1934578X19872931&partnerID=40&md5=8125c7dc8ddb473b824f1e3af877865f","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85086453544"
"Oblitas-Guadalupe, L.A.; Gómez, J.A.; Bayona-Oré, L.S.; Bazán Navarro, C.E.; Ferrel-Ortega, F.R.; Núñez Gómez, N.A.","Oblitas-Guadalupe, Luis Armando (6506302750); Gómez, José Anicama (57149671500); Bayona-Oré, Sussy (57212005131); Bazán Navarro, Ciro Eduardo (57207844190); Ferrel-Ortega, Fernándo Robert (57193864252); Núñez Gómez, Nicolás Arturo (57057712400)","6506302750; 57149671500; 57212005131; 57207844190; 57193864252; 57057712400","Impact of mindfulness on stress in workers of a university in southern lima; Impacto del mindfulness en el estrés en trabajadores de una universidad de lima sur","2019","Salud Uninorte","35","2","","238","249","0","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083371801&partnerID=40&md5=9acc7868fc18fe5fc5ea71e7ddbb03c1","Article","Final","","Scopus","2-s2.0-85083371801"
"Castro-Alayo, E.M.; Chavez, S.G.; Auquiñivín-Silva, E.A.; Fernández-Jeri, A.B.; de la Cruz, O.; Rodríguez-Hamamura, N.; Olivas, G.I.; Sepulveda, D.R.","Castro-Alayo, Efraín M. (57205580984); Chavez, Segundo G. (57214896173); Auquiñivín-Silva, Erick A. (57215602714); Fernández-Jeri, Armstrong B. (57215608200); de la Cruz, Otilia Acha (57194911311); Rodríguez-Hamamura, Nadia (57215608446); Olivas, Guadalupe Isela (6602974932); Sepulveda, D. R. (6601951225)","57205580984; 57214896173; 57215602714; 57215608200; 57194911311; 57215608446; 6602974932; 6601951225","Essential oils of native plants from Peru: Effect of the place of cultivation on the physicochemical characteristics and antioxidant activity; Aceites esenciales de plantas nativas del Perú: Efecto del lugar de cultivo en las características fisicoquímicas y actividad antioxidante","2019","Scientia Agropecuaria","10","4","","479","487","0","12","10.17268/sci.agropecu.2019.04.04","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081342070&doi=10.17268%2Fsci.agropecu.2019.04.04&partnerID=40&md5=a202ce69f7b4c40be3fea3f960f60a2e","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85081342070"
"Caycho-Rodríguez, T.; García-Cadena, C.H.; Reyes-Bossio, M.; Cabrera-Orosco, I.; Oblitas-Guadalupe, L.A.; Arias Gallegos, W.L.","Caycho-Rodríguez, Tomás (55768989500); García-Cadena, Cirilo Humberto (55996257300); Reyes-Bossio, Mario (57191950930); Cabrera-Orosco, Isabel (57205343276); Oblitas-Guadalupe, Luis Armando (6506302750); Arias Gallegos, Walter Lizandro (55130584500)","55768989500; 55996257300; 57191950930; 57205343276; 6506302750; 55130584500","Psychometric evidence of a brief version of the mindful awareness attention scale in college students; Evidencias psicométricas de una versión breve de la mindful awareness attention scale en estudiantes universitarios","2019","Revista Argentina de Ciencias del Comportamiento","11","3","","19","32","0","18","10.32348/1852.4206.v11.n3.24870","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079762561&doi=10.32348%2F1852.4206.v11.n3.24870&partnerID=40&md5=6ecbd465aaf0a00704715f9ad5f9dcd8","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85079762561"
"Palma, P.; Ragas, J.","Palma, Patricia (57198448967); Ragas, José (57194190704)","57198448967; 57194190704","Unmasking impostors: Professional physicians and their struggle against fake doctors in Peru; Desenmascarando a los impostores: Los médicos profesionales y su lucha contra los falsos médicos en Perú","2019","Salud Colectiva","15","","2162","","","0","9","10.18294/SC.2019.2162","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078975862&doi=10.18294%2FSC.2019.2162&partnerID=40&md5=51e6410aa6664c6c2c9a233ab76fcdd7","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85078975862"
"Pardo-Aldave, K.; Pareja-Vásquez, M.; Guillén, A.; Ureta-Tapia, J.M.","Pardo-Aldave, Karina (57214116536); Pareja-Vásquez, María (57213165042); Guillén, Alfredo (36641394900); Ureta-Tapia, Juan Manuel (57214118519)","57214116536; 57213165042; 36641394900; 57214118519","Antimicrobial activity in vitro of camu-camu (Myrciaria dubia) against oral microorganisms: A systematic review","2019","Revista Peruana de Medicina Experimental y Salud Publica","36","4","","573","582","0","5","10.17843/rpmesp.2019.364.4270","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078315031&doi=10.17843%2Frpmesp.2019.364.4270&partnerID=40&md5=3c247053044fff02e565811a023da314","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85078315031"
"Villarreal-Zegarra, D.; Taype-Rondán, A.","Villarreal-Zegarra, David (57206772173); Taype-Rondán, Álvaro (55956170200)","57206772173; 55956170200","Use of unproven treatments in mental health: The case of bach flowers; Uso de terapias no probadas en salud mental: El caso de las flores de bach","2019","Revista Facultad de Medicina","67","4","","533","","0","1","10.15446/revfacmed.v67n4.72050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077697041&doi=10.15446%2Frevfacmed.v67n4.72050&partnerID=40&md5=49276be96018da819015d6d10f80fe88","Letter","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85077697041"
"Rojas-Armas, J.P.; Arroyo-Acevedo, J.L.; Ortiz-Sánchez, J.M.; Palomino-Pacheco, M.; Hilario-Vargas, H.J.; Herrera-Calderon, O.; Hilario-Vargas, J.","Rojas-Armas, Juan Pedro (23036743100); Arroyo-Acevedo, Jorge Luis Luis (35483049600); Ortiz-Sánchez, José Manuel (57212877655); Palomino-Pacheco, Miriam (57210118930); Hilario-Vargas, Hugo Jesus (57212869075); Herrera-Calderon, Oscar (57192100478); Hilario-Vargas, Julio Santos (7801477621)","23036743100; 35483049600; 57212877655; 57210118930; 57212869075; 57192100478; 7801477621","Potential Toxicity of the Essential Oil from Minthostachys mollis: A Medicinal Plant Commonly Used in the Traditional Andean Medicine in Peru","2019","Journal of Toxicology","2019","","1987935","","","0","12","10.1155/2019/1987935","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077442206&doi=10.1155%2F2019%2F1987935&partnerID=40&md5=9c18a1753242e50fc7b64db877971c5a","Article","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85077442206"
"Herrera-Calderon, O.; Ejaz, K.; Wajid, M.; Shehzad, M.; Tinco-Jayo, J.A.; Enciso-Roca, E.; Franco-Quino, C.; Yuli-Posadas, R.Á.; Chumpitaz-Cerrate, V.","Herrera-Calderon, Oscar (57192100478); Ejaz, Kainat (57212677663); Wajid, Mahnoor (57212684581); Shehzad, Muzzamil (57212679466); Tinco-Jayo, Aldo Aldo (57194281598); Enciso-Roca, Edwin (57192103518); Franco-Quino, Cesar Ivanovish (57191978487); Yuli-Posadas, Ricardo Ángel (57209806013); Chumpitaz-Cerrate, Victor Manuel (57193330603)","57192100478; 57212677663; 57212684581; 57212679466; 57194281598; 57192103518; 57191978487; 57209806013; 57193330603","Azadirachta indica: Antibacterial activity of neem against different strains of bacteria and their active constituents as preventive in various diseases","2019","Pharmacognosy Journal","11","6","","1597","1604","0","28","10.5530/PJ.2019.11.244","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077309480&doi=10.5530%2FPJ.2019.11.244&partnerID=40&md5=1265bf7820f4375fe2036c5b68a552e8","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85077309480"
"Collins, J.H.; Bowie, D.; Shannon, G.","Collins, Joseph H. (57350188200); Bowie, Diana (57203916499); Shannon, Geordan D. (37066519500)","57350188200; 57203916499; 37066519500","A descriptive analysis of health practices, barriers to healthcare and the unmet need for cervical cancer screening in the Lower Napo River region of the Peruvian Amazon","2019","Women's Health","15","","","","","0","24","10.1177/1745506519890969","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076517644&doi=10.1177%2F1745506519890969&partnerID=40&md5=27fbc39e0e79a3f9ffa8cc3cddd50160","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85076517644"
"Butler, A.","Butler, Anthony Robert (7201779855)","7201779855","Artemisinin: From Chinese herbal medicine to modern chemotherapy","2019","Himalaya","39","1","","219","228","0","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074954406&partnerID=40&md5=cbd80a2fc4310816164a311f38c40cdb","Article","Final","","Scopus","2-s2.0-85074954406"
"Oblitas-Guadalupe, L.A.; Vásquez, D.E.S.; Gómez, J.A.; Sánchez, A.A.A.","Oblitas-Guadalupe, Luis Armando (6506302750); Vásquez, Duber Enrique Soto (57211506106); Gómez, José Anicama (57149671500); Sánchez, Adolfo Alfredo Arana (57211507204)","6506302750; 57211506106; 57149671500; 57211507204","Incidence of mindfulness in academic stress in university students: A controlled study; Incidencia del mindfulness en el estrés académico en estudiantes universitarios: Un estudio controlado","2019","Terapia Psicologica","37","2","","116","128","0","16","10.4067/S0718-48082019000200116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074230078&doi=10.4067%2FS0718-48082019000200116&partnerID=40&md5=c40940b43d06e82966dbaebfa7710919","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85074230078"
"Trujillo-Torrealva, D.; Reyes-Bossio, M.","Trujillo-Torrealva, Daniel (57211503464); Reyes-Bossio, Mario (57191950930)","57211503464; 57191950930","Mindfulness-based program for the reduction of precompetitive anxiety in martial arts athletes; Programa basado en mindfulness para la reducción de la ansiedad precompetitiva en deportistas de artes marciales","2019","Retos","36","2","","418","426","0","23","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074207832&partnerID=40&md5=32e928dde86609b90f129ce084155d38","Article","Final","","Scopus","2-s2.0-85074207832"
"Infante Acosta, L.; Rau, J.","Infante Acosta, L. (57220068169); Rau, Jose (57204846674)","57220068169; 57204846674","Healthy herbal medicine drink for the Peruvian market; Bebida saludable a base de hierbas medicinales para el mercado peruano","2019","Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology","2019-July","","","","","0","0","10.18687/LACCEI2019.1.1.134","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073592737&doi=10.18687%2FLACCEI2019.1.1.134&partnerID=40&md5=613d9d2d8cf44a66cc588bd01903fef8","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85073592737"
"Becerra, T.B.; Calla-Poma, R.D.; Requena-Mendizabal, M.F.; Millones-Gómez, P.A.","Becerra, Thalia B. (57211340264); Calla-Poma, Roger Damaso (57217293766); Requena-Mendizabal, Margarita Fé (57211331007); Millones-Gómez, Pablo A. (57195413156)","57211340264; 57217293766; 57211331007; 57195413156","Antibacterial effect of Peruvian propolis collected during different seasons on the growth of Streptococcus Mutans","2019","Open Dentistry Journal","13","1","","327","331","0","20","10.2174/1874210601913010327","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073574285&doi=10.2174%2F1874210601913010327&partnerID=40&md5=6c8f68079f01c81ef3777577cba30e67","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85073574285"
"Acosta-Quiroz, J.; Verástegui-Gaona, C.; Iglesias-Osores, S.; Moreno-Mantilla, M.C.; Failoc-Rojas, V.E.","Acosta-Quiroz, Johana (57210321760); Verástegui-Gaona, Carmen (57210321040); Iglesias-Osores, Sebastian (57208033277); Moreno-Mantilla, Mario C. (57210312540); Failoc-Rojas, Virgilo E. (56638654000)","57210321760; 57210321040; 57208033277; 57210312540; 56638654000","Inhibitory effect, in vitro of the etanolic extract of Plantago major “Llantén” against strains of staphylococcus aureus and β-hemolytic streptococcus; Efecto inhibitorio, in vitro del extracto etanólico de Plantago major “Llantén” frente a cepas de staphylococcus aureus y streptococcus β-hemolíticos","2019","Medicina Naturista","13","2","","7","11","0","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070325755&partnerID=40&md5=4ef6369d87e1ffac4276b972b04af54d","Article","Final","","Scopus","2-s2.0-85070325755"
"Pino, J.A.; Dueñas-Mendoza, M.M.; Solís-Quispe, L.","Pino, J. A. (7101640637); Dueñas-Mendoza, María Milagros (57210160755); Solís-Quispe, Leoncio (56993980000)","7101640637; 57210160755; 56993980000","Chemical composition of the essential oil from minthostachys acris schmidt-leb. Grown in the peruvian andes","2019","Natural Product Communications","14","7","","","","0","4","10.1177/1934578X19857490","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069729945&doi=10.1177%2F1934578X19857490&partnerID=40&md5=a37dedb40b599387d64e53c5393844c0","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85069729945"
"Rojas-Armas, J.P.; Arroyo-Acevedo, J.L.; Ortiz-Sánchez, J.M.; Palomino-Pacheco, M.; Castro-Luna, A.; Ramos-Cevallos, N.; Justil-Guerrero, H.; Hilario-Vargas, J.; Herrera-Calderon, O.","Rojas-Armas, Juan Pedro (23036743100); Arroyo-Acevedo, Jorge Luis Luis (35483049600); Ortiz-Sánchez, José Manuel (57212877655); Palomino-Pacheco, Miriam (57210118930); Castro-Luna, Américo (57210122853); Ramos-Cevallos, Norma Julia (57210105257); Justil-Guerrero, Hugo Jesús (56734449500); Hilario-Vargas, Julio Santos (7801477621); Herrera-Calderon, Oscar (57192100478)","23036743100; 35483049600; 57212877655; 57210118930; 57210122853; 57210105257; 56734449500; 7801477621; 57192100478","Acute and repeated 28-day oral dose toxicity studies of Thymus vulgaris L. essential oil in rats","2019","Toxicological Research","35","3","","225","232","0","43","10.5487/TR.2019.35.3.225","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069440608&doi=10.5487%2FTR.2019.35.3.225&partnerID=40&md5=159c7fd8494e8aee8ffabbbb86877ec1","Article","Final","All Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85069440608"
"Alvarado-Garcia, P.A.A.; Soto Vásquez, M.R.; Rosales-Cerquin, L.","Alvarado-Garcia, Paul Alan Arkin (57148562100); Soto Vásquez, Marilú Roxana (56780392200); Rosales-Cerquin, R. Luis Enrique (57207935913)","57148562100; 56780392200; 57207935913","Mindfulness and psychological wellbeing: A randomized controlled study; Atención plena y bienestar psicológico: Un estudio controlado y aleatorizado","2019","Medicina Naturista","13","2","","22","26","0","7","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069207422&partnerID=40&md5=2ee2a5381a87e5653d3731cd79402049","Article","Final","","Scopus","2-s2.0-85069207422"
"Cervi, F.; Friso, F.; Saucedo Rojas, G.; Biolcati, R.; Torres, J.; Politi, M.","Cervi, Federico (57217416092); Friso, Fabio (57209980990); Saucedo Rojas, Gary Rojas (57209973988); Biolcati, Roberta (56180754500); Torres, Jaime (57209983430); Politi, Matteo (10044072800)","57217416092; 57209980990; 57209973988; 56180754500; 57209983430; 10044072800","The experience of the therapeutic community “Takiwasi center” in the context nof natural and integrative medicine; La experiencia de la comunidad terapéutica ""centro Takiwasi"" en el contexto de la medicina natural e integrativa","2019","Medicina Naturista","13","2","","12","19","0","11","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069156141&partnerID=40&md5=e6639a704d79662057cc844f9ebf52c4","Article","Final","","Scopus","2-s2.0-85069156141"
"Lock, O.; Rojas, R.","Lock, Olga (6507878206); Rojas, Rosario (55973243300)","6507878206; 55973243300","Phytochemistry and biological activities of werneria and xenophyllum species; Fitoquìmica y actividades biológicas de especies de Werneria y Xenophyllum","2019","Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas","18","3","","223","238","0","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067253673&partnerID=40&md5=d4947e21999f47ed4c44a63629e13b6f","Article","Final","","Scopus","2-s2.0-85067253673"
